sent1,sent2,lemma,ground_truth
Ideally these schools should be so located that one or more should be in the area where demand for practical courses is at the highest .,"The consciousness it mirrors may have come earlier to Europe than to America , but it is the consciousness that most `` mature '' societies arrive at when their successes in technological and economic systematization propel them into a time of examining the not strictly practical ends of culture .",practical,F
"The deep concave gradient employed ( fig. 2 ) was obtained with a nine chambered gradient elution device ( `` Varigrad '' , reference ( 8 ) ) and has been described elsewhere .","the other , a shallow concave gradient ( Fig. 1 ) , was produced with a so-called `` cone sphere '' apparatus , the `` cone '' being a 2 - liter Erlenmeyer flask and the `` sphere , '' a 2 - liter round-bottom flask .",concave,F
"The purpose of this paper is to analyze one possible force which has not been treated in the literature , but which we believe makes a significant contribution to explaining the wage price behavior of a few very important industries .","`` Chickens have short memories '' , the doctor remarked , `` that 's why they are better company than most people I know '' , and he went on to break some important news to Alex .",important,F
"Whenever there is a thaw or a few sunny days , you 'll be likely to find a brave little blossom or two .","Insects there were on the world , but they were frozen solid during the night , only to revive and thaw in the morning sun .",thaw,F
It is as empty as the word `` Hurrah '' would be when there was no enthusiasm behind it .,State Party Chairman James W. Dorsey added that enthusiasm was picking up for a state rally to be held Sept. 8 in Savannah at which newly elected Texas Sen. John Tower will be the featured speaker .,enthusiasm,T
"Activity by British traders and the presence of a colony on the Red prompted the United State War Department in 1819 to send Lieutenant-Colonel Henry Leavenworth from Detroit to put a post 300 miles northwest of Prairie du Chien , until then the most advanced United States post .","Hercules L. Dousman , fur trader and merchant at Prairie du Chien , contracted to supply Selkirk 's people with some 300 head of cattle , and Alexis Bailly and Francois Labothe were hired as drovers .",trader,T
The phrase `` consent of the governed '' needs a hard look .,Is the consent of the governed a numerical majority ?,governed,T
Hogan gripped the lawman 's other arm .,"But he brought back the sheriff and several deputies , and to the lawmen the entire affair seemed a repetition of the Lewis killing .",lawman,F
"However , in the same three-month period , toll-road bonds , as a group , have bucked this trend .","One of the more seriously wounded was Lieutenant Carroll , the young officer bucking for the Regular Army .",buck,T
"For example , to move ( as the score requires ) from the lowest F major register up to a barely audible N minor in four seconds , not skipping , at the same time , even one of the 407 fingerings , seems a feat too absurd to consider , and it is to the flautist 's credit that he remained silent throughout the passage .",In 1802 Henry referred to `` our new carts '' as being about four feet off the ground and carrying five times as much as a horse could pack .,four,T
By comparing reaction cells sealed from the same manifold temperature dependency corresponding to activation energies ranging from 11 to 18 * * f was observed while dependence on the first power of the light intensity seemed to be indicated in most cases .,"Determine if the particular State 's unadjusted allotment ( result obtained in item 11 above ) is greater than its maximum allotment , and if so lower its unadjusted allotment to its maximum allotment .",11,F
"The front windows of the place were long and narrow , reaching nearly to the floor and affording an unusually good view of the interior .",Thus a man who is butting a stone wall at the office may become unusually aggressive in bed - the one place he can still be champion .,unusually,F
"Churches can be strengthened through this process of co-optation so long as the environs of the church provide a sufficient pool of people who can fit the pattern of economic integration ; once the pool of recruits diminishes , the congregation is helpless - friendly contacts no longer keep it going .","But Mary would soon no longer be living there , for she would be notified in a few days that her husband had died in an accident while on a flight to Tahiti .",no_longer,T
"Petitioner was not entitled to have the hearing officer 's notes and report , especially since he failed to show any particular need for them and he did have a copy of the Department of Justice 's recommendation to the appeal board .","A brisk , satirical spoof of contemporary American mores entitled `` An American Journey '' was given its first New York performance at Hunter College Playhouse last night by the Helen Tamiris-Daniel Nagrin Dance Company .",entitle,T
Getting the boss rattlesnake to help you '' ?,There 's nothing out here but rattlesnakes '' .,rattlesnake,F
"And while no one expects total democracy on the academic scene , the scholar will be particularly sensitive to a line between first and second class citizenship drawn on any basis other than that of academic rank or professional achievement .",He does not expect to be able to trammel up all the future consequences of his action .,expect,T
"Though they are often heard clairaudiently , as if a voice were speaking them , in other cases they are apprehended visually as symbols : a slope to signify the name `` Hill '' , for instance .","Thus it was that Barco , apprehended for mere larceny , now began to suspect that one or another of his murders had been uncovered .",apprehend,F
"Conrad hung up and sat on the small telephone-booth bench , massaging his right leg .","Interruptions came largely from the bench , which numerous times rebuked the Attorney General for letting his witnesses run on , though it , too , made no serious effort to choke off the flow .",bench,F
He tilted his homely face toward the dry bed of the river .,"Ben 's eyes strained with the bitter hurt , his homely face slashed with gray and crimson .",homely,F
A brief description accompanying the picture says that the bridge contained more than 6000 tons of timber .,"Sometimes this is accompanied by visible shifts of the ground surface ; often the shifts cannot be seen , but they are there ; and everywhere can be found scars of earlier breaks once deeply buried .",accompany,T
Brannon dismounted and climbed the steps .,"Climbing the steps steadily , they reached the top and headed for the door .",steps,T
"She studied him hopefully , yearningly ; against the limitless background of sky and wasteland it was easy to confirm her analysis .","In any case , he refused to accept the implications of the analysis , that he needed to be made over .",analysis,F
"Southern resentment has been over the method of its ending , the invasion , and Reconstruction ; their fears now are of miscegenation and Negro political control in many counties .",These trials were properly termed `` political cases '' in that the trial itself was a political act producing political consequences .,political,F
"For all concerned with social-welfare legislation , the significance of this radical and revolutionary change in the thought and habits of the vast majority of the American people is clear , profound and far reaching .","He says : `` Beside the Protestant philosophy of Progress , as expressed in radical or conservative millenarianism , should be placed the doctrine of the democratic faith which affirmed it to be the duty of the destiny of the United States to assist in the creation of a better world by keeping lighted the beacon of democracy '' .",radical,F
"Interviewing , checking references , training the salesmen , having them go with more experienced salesmen was expensive - and the rate of attrition due to resignations or unsatisfactory performance was too high .","And even if they stay in resorts part of the time , they might , if the right salesman gets them in tow , develop a yearning to spice the usual vacation fare with a camping trip into the wide open spaces .",salesman,T
"The change in perceptions by some of the Kohnstamm-negative subjects , after they had been informed of the possibilities of normal reactions , suggests that their constriction and guardedness is associated with their general mode of responding to strange or unknown situations .","Returning to the school crossing , the officer was informed by the Sisk boy that he recognized the driver , a neighbor , and had obtained the license number .",inform,F
"She had to get away from here before this demoniac possession swallowed up the liquid of her eyes and sank into the fibers of her brain , depriving her of reason and sight .","Depicted , Cubist flatness is now almost completely assimilated to the literal , undepicted kind , but at the same time it reacts upon and largely transforms the undepicted kind - and it does so , moreover , without depriving the latter of its literalness ; rather , it underpins and reinforces that literalness , re-creates it .",deprive,T
For any such square the middle corner of these will be called the vertex of the square and the corner not on the curve will be called the diagonal point of the square .,"Each point on C , as a vertex , may possess a finite number of corresponding diagonal points by the above construction .",diagonal,F
About that same time John Crosby 's TV series on the popular arts proved again that giving jazz ample breathing space is one of the most sensible things a producer can do .,Usually the third to the eighth waves in the series are the biggest .,series,F
Like hell he 'd wait - and supposing the radar-controlled gun got knocked out ?,The chimney of the hut across from him was surmounted by a beef barrel with ends knocked out .,knock_out,T
"There have been cooing doves , chattering magpies , thieving jackdaws , a proud peacock , a silly goose , and a harpy eagle - whom I was silly enough to mate with and who is now busy tearing at my vitals '' .","Winston watched him hurry down the drive to his car ; a handsome , fine-looking man it made him proud to see .",proud,T
Daniel termed `` extremely conservative '' his estimate that it would produce 17 million dollars to help erase an anticipated deficit of 63 million dollars at the end of the current fiscal year next Aug. 31 .,"During World War 2 , about 7.5 million persons were enrolled in courses organized under two special programs administered by state and local school authorities : ( 1 ) Vocational Education for National Defense , and ( 2 ) War Production Training .",million,T
"Section 8 ( b ) ( 2 ) of the Small Business Act , as amended , authorizes the SBA to make a complete inventory of the productive facilities of small business concerns .","Then , my mother blushed at this small lie ; for she knew and we knew that it was cowardice that had made one more radish that night just too impossible a strain .",small,F
"`` The artist is like a fragment of a mosaic - no , he is more than that , a virtuoso performer in some vast philharmonic .","Putting the pieces of this mosaic together , Rector had the vague outlines of a biography .",mosaic,F
"Again Katie reared , and now , wickedly , he compelled her to bring her hooves down again and again upon the sprawled figure of the stranger .","Cows were kept in backyard barns , boys were hired to drive them to and from the pasture on the edge of town , and familiar to the ear , morning and evening , were the boys ' coaxing voices , the thud of hooves , and the thwack of a stick on cowhide .",hoof,F
Such speech differences made him acutely aware of the richness and expressivness of language .,"Rousseau was aware that he must seem like a hypocrite , standing there and arguing that he could not possibly permit a public performance .",aware,F
"The roof shown here ( fig. 9 ) is a 6 - inch slab of reinforced concrete , covered with at least 20 inches of pit-run gravel .","When it comes to rate of early growth , the Indian python leads with a figure of about 3 feet 6 inches per year for the first two years , more or less .",6,F
"Since the land he desired lay within the great northern empire of the Hudson's Bay Company , he purchased great blocks of the Company's stock with the view to controlling its policies .","His purpose , however , was not to establish an empire , but to assert the principle of divine justice .",empire,F
"Hoijer 's Athabascan and my Yokuts share 71 identical meanings ( with allowance for several near synonyms like stomach belly , big large , long far , many much , die dead , say speak ) .",They 'd cut their mothers ' belly open .,belly,T
"Apparently , however , Miller has relied heavily on the anatomy in dogs and cats , and he has been criticized for using pathologic human material in his normal study ( Loosli , ' 38 ) .","`` I 'm studying anatomy with Burns '' , he replied .",anatomy,T
"I was shown , instead , a batch of white tickets of the sort handed out , he told me , every morning .","If you can possibly avoid it , you do n't hand out any extra chances .",hand_out,T
He was called upon 26 times - more than all of the other ball carriers combined - and delivered 145 yards .,Gaines hammered the ball over the left fence for the third Indianapolis run in the ninth .,ball,T
Prosecutor Baird immediately assumed he was hiding out there after the shooting and began preparing an indictment .,But in either event he was the wrong man for the kind of case outlined by Ben Gurion and set forth in the indictment .,indictment,T
"They applauded every number , not only at its conclusion but also at the first statement of the theme - sometimes at the first chord .",The crowd of 32589 had only two chances to applaud .,applaud,F
"For example , the importance of the Regulus 2 , , a very promising aerodynamic ship to surface missile designed to be launched by surfaced submarines , was greatly diminished by the successful acceleration of the much more advanced Polaris ballistic missile launched by submerged submarines .",All this expands the oscillation between surface and depth so as to encompass fictive space in front of the surface as well as behind it .,surface,F
He turned and went back across the field to his dugout .,"One vocational instructor in a city vocational school , speaking of his course in a certain field , said he had no difficulty placing all students in jobs outside of the city .",field,F
"I am sure that nothing within me is capable of composing that life-like sequence , so complete in detail , from the hodge-podge of news pictures I have seen .",The difference between the sequence of Onset of ossification for the sexes governs the numbering sequence in Figures 3 and 4 .,sequence,T
"Treatment of all the sera with sweet clover proteins greatly reduced nonspecific fluorescence , especially when the treated conjugate was diluted to 1 : 2 with 0.85 % saline .","Treatment of the conjugates with ethyl acetate , and the conjugates ( which had been passed through Dowex-2-chloride ) with mouse liver powder , sweet clover crown gall tissue powder , or healthy sweet clover proteins did not satisfactorily remove nonspecifically staining substances in the conjugates .",conjugate,T
"The long road that had taken liberals in this country into the social religion of democracy , into a worship of man , led logically to the Marxist dream of a classless society under a Socialist State .","We trust you are not one of the 70000000 Americans who do not attend church , but who feel that various forms of recreation are more important than worshipping the God who made our country great .",worship,T
"`` This time '' , Arlene said , and she even kept on wiggling a little bit while she was just talking , `` you 're going to tell me what I am and what I'm doing .","Most psychiatrists dismiss these instances of that weird feeling as the deja vu ( already seen ) illusion , just as they dismiss dream previsions as coincidences .",just,T
"Thus , theory and doctrine applicable among the great nations and the smaller European states did not really comfortably fit less developed and less powerful societies elsewhere .","Mark easily looked years older than himself , settled , his world comfortably categorized .",comfortably,F
"`` We hope '' , they said , `` that no family can be found amongst us without a correct version of the Holy Scriptures '' .","Of course , if your pool is close to the house , your wife can always add it to her housekeeping chores ( you hope ) .",hope,F
"His thirteenth chapter includes many exciting accounts of huge serpents with prodigious strength , but these seem to be given to complete his picture , not to be believed .","Instead of relatively small sales to many accounts , there are now larger sales to or through fewer accounts .",account,F
The best reason that can be advanced for the state adopting the practice was the advent of expanded highway construction during the 1920 s and ' 30 s .,"coordinate , correlate , and publish information with a view to advancing the development of low-cost saline water conversion projects ; and cooperate with other Federal departments and agencies , with State and local departments , agencies , and instrumentalities , and with interested persons , firms , institutions , and organizations .",advance,T
"The Negro composer Hall Johnson studied the Americanegro Suite and said of it , `` Of all the many songs written by white composers and employing what claims to be a Negroid idiom in both words and music , these six songs by Harold Arlen and Ted Koehler easily stand far out above the rest .","By 1937 he had clarified his intentions to serve his people : `` I have striven for clarity and melodious idiom , but at the same time I have by no means attempted to restrict myself to the accepted methods of harmony and melody .",idiom,F
Where was my flashlight ?,Continuous low-level lighting may be provided in the shelter by means of a 4 - cell hot-shot battery to which is wired a 150 - milliampere flashlight type bulb .,flashlight,F
"In their first three games , the Longhorns have had the ball 41 times and scored 16 times , or 40 per cent their total passing yardage in three games , 447 on 30 completions in 56 attempts , is only 22 yards short of their total passing yardage in 1959 , when they made 469 on 37 completions in 86 tries .","Accordingly , girls 31 , 29 , 33 , 21 , 26 , 13 , 3 , 4 , 14 , 32 , 24 , 25 , 34 , 23 , 6 , 15 , 22 , and 16 may be said to have the `` same schedule '' at Onset and Completion .",22,T
"I could evoke no further elaboration from her about this ; but a few seconds later she was standing directly across the room from me , looking me in the eyes and saying in a scathingly condemnatory tone , `` Your father despises you '' !","Mr. McKinley , for all his sprawling and his easy familiarity , was completely alert to his son , eyes always on the still face , jumping to anticipate Scotty 's desires .",eye,F
"Since the circulating thyroid hormones are the amino acids thyroxine and tri-iodothyronine ( cf. Section C ) , it is clear that some mechanism must exist in the thyroid gland for their release from proteins before secretion .",The pain became thus the symbol for food and elicited salivary secretion ( conditioned reflex ) .,secretion,F
There seems to be almost a conspiracy of silence veiling it .,"The Court 's opinion dogmatically asserts that the husband wife conspiracy doctrine does not in fact protect this relationship , and that hence the doctrine `` enthrone [ s ] an unreality into a rule of law '' .",conspiracy,F
What Hume calls `` sensation '' is what Whitehead calls `` perception in the mode of presentational immediacy '' which is a sophisticated abstraction from perception in the mode of causal efficacy .,For better or worse we cannot regard `` imitation '' in the arts in the simple mode of classical rationalism or detached realism .,mode,F
Rinsing the sections with PBS before layering the intermediate sera did not improve the staining reaction .,"Although there was some variation in results which must be attributed either to trace impurities or to variation in wall effects , the photochemical exchange in the gas phase was sufficiently reproducible so that it seemed meaningful to compare the reaction rates in different series of reaction tubes for the purpose of obtaining information on the effect of chlorine concentration and of carbon tetrachloride concentration on the reaction rate .",reaction,T
"Grabbing his Winchester from its sheath , Cook prepared to fight from behind the arroyo bank .","In February , 1959 , during the second admission to The New York Hospital , a biopsy specimen of the left gastrocnemius showed striking increase in the sarcolemmal sheath nuclei and shrunken muscle fibers in several sections .",sheath,T
"His image of the Virgin had always been that of a young woman , even as had his memory of his mother .","There are hordes of nubile young women there who , prodded by their impatient mothers , are determined to marry .",young_woman,F
"Like the bell at Mass , the doorbell was pitched too high .","`` Deegan '' , the manager said , his voice pitched low , quivering .",pitched,F
The greatest impact of the matching fund principle has been in initially encouraging the poorest states and school districts to spend enough to obtain their full allocation of outside funds .,"Whitehead contends that the human way of understanding existence as a unity of interlocking and interdependent processes which constitute each other and which cause each other to be and not to be is possible only because the basic form of such an understanding , for all its vagueness and tendency to mistake the detail , is initially given in the way man feels the world .",initially,T
"The funds recouped by reductions in item 12 above are used : first , to increase the unadjusted allotments to the specified minimum in those States where the unadjusted allotment is less than the minimum allotment ( item 13 above ) ; and second , to increase uniformly the allotments to those States whose allotments are below their maximums , with adjustments to prevent the allotment of any State from thereby exceeding its maximum .",The purpose of the adjusted Federal share relating to the base allotment and of the transition provisions for reaching the unadjusted Federal share is to prevent dislocations from abrupt changes in matching rates .,unadjusted,T
"For so long as death was not violent , it was natural and to be welcomed , making a funeral a feast .",But in this one section we welcomed auditors .,welcome,T
"a train rushes straight at the audience , or a great wave threatens to break over the seats .","Well stretched , trained in posture and coordinated movement , and wedded to rhythm , they presented the audiences in Rome with one of the most beautiful sights ever seen at any Olympic contest .",audience,T
"`` Captain Jan , must you go inside Majdanek ?","While prowling around these buildings , two of the posse recognized the voice of Gonzales speaking to the people inside .",inside,T
"This circumstance in the patient 's case plus the fact that his tactual capacity remained basically in sound working order constitutes its exceptional value for the problem at hand since the evidence presented by the authors is overwhelming that , when the patient closed his eyes , he had absolutely no spatial ( that is , third-dimensional ) awareness whatsoever .","However , the regionally differentiated results , which appear below in tables , are interesting evidence of the problems of developing self-government under even the most favorable circumstances .",evidence,T
"My great grandmother , I have been told , made her garden her great pride ; she cherished rare and delicate plants like oleanders in tubs and wall-flowers and lemon verbenas in pots that had to be wintered in the cellar ; she filled the waste spots of the yard with common things like the garden heliotrope in a corner by the woodshed , and the plantain lilies along the west side of the house .","Between the telephone and the wall plug there was sixty feet of cord , and when the conversation came to an end , Eugene carried the instrument with him the whole length of the apartment , to his bathroom , where it rang three more times while he was shaving and in the tub .",tub,F
"This is awkward for everybody , is n't it , we all got to put up with inconvenience sometimes .",It was awkward : very awkward .,awkward,T
"If your child is under 19 or is a student you may also claim an exemption for him if he qualifies as your dependent , even though he earns $ 600 or more .","Since you contributed more than half of his support , you may also claim an exemption for him on your return .",exemption,T
"A tribe in ancient India believed the earth was a huge tea tray resting on the backs of three giant elephants , which in turn stood on the shell of a great tortoise .",The private eye is therefore a moral man ; but his morality rests upon that of his society .,rest_on,F
Measurements of polarization are presently limited by apparatus sensitivity and will remain difficult because of the low intensity of the planetary radiation at the earth .,This sporadic type of planetary radiation is discussed by Burke ( chap. 13 ) and Gallet ( chap. 14 ) .,planetary,F
"A back pressure was then introduced , and the rise or fall of the material in the manometer indicated which was greater , the normal pressure in the block or the back pressure .","The D minor Sonata , Op. 31 No. 2 , introduced by dynamically shaped arpeggios , was most engaging in its moments of quasi-recitative - single lines in which the fingers seemed to be feeling their way toward the idea to come .",introduce,F
"The concern of Utopia is with the optimo reipublicae statu , the best ordering of a civil society ; and it is again and again made clear that Utopian communism provides the institutional array indispensable to that best ordering .","`` Designs , plans and furnishes interiors of houses , commercial and institutional structures , hotels , clubs , ships , theaters , as well as set decorations for motion picture arts and television .",institutional,T
"Some renditions are of symphonic dimensions , with the contrabass given free rein .","Since it requires only five players , it would seem to fall into the category of chamber music - yet it calls for a double bass , an instrument generally regarded as symphonic .",symphonic,F
"Devout , orthodox and plain like a family she might meet in Brooklyn or Malta or Ireland .","Or a Protestant , or one of those amusing dogmatic atheists , or a strict orthodox Communist .",orthodox,F
"At the least , however , one may conclude that Geometric potters sensed a logical order ; their principles of composition stand very close to those which appear in the Homeric epics and the hexameter line .",Missionary outreach by friendly contact looks somewhat different when one reflects on what is known about friendly contact in metropolitan neighborhoods ; the majority of such contacts are with people of similar social and economic position ; association by level of achievement is the dominant principle of informal relations .,principle,T
Have you actually checked out ( not just mentally tested ) different selling approaches designed to counter the price competition problem ?,"As a result , most people do n't have more than a vague idea what folklore actually is ; they see it as a potpourri of charming , moral legends and patriotic anecdotes , with a superstition or remedy thrown in here and there .",actually,T
"Carefully , he undid the bow .","Usually the work studied offers us a special or even an individualized rendering or treatment of the ideas in question , so that the student finds it necessary to distinguish carefully between the several expressions of an `` - ism '' or mode of thought .",carefully,T
"Just the same , he thought , pondering over it , it would be a good thing for a girl like Carla if she got up and went to church .","For three straight years , Tom Horn patrolled the southern Wyoming pastures , and how many men he killed after Lewis and Powell ( if he killed Lewis and Powell ) will never be known .",person,F
The light beam from the lamp was filtered through a half standard thickness Corning 1840 filter .,"But he had never seen the mountainous half of his native land north of Vientiane , including the royal capital , Luang Prabang .",half,T
"The old woman , stubbornly reigning in the house above the crashing waters took on an ominous reality .","Just as they reached the shore , the first huge wave crashed upon them .",crash,F
"They 've worried , they 've lain awake nights , they 've shook at the slightest footstep , they 've pictured their own destruction , and now it 's all over and they can give up .","The role of an earthquake in starting the destruction of whole cities is tremendously frightening , but fire may actually be the principal agent in a particular disaster .",destruction,T
"`` You would n't want me to say yes without making sure his intentions are honorable , would you '' ?",The absurd notion that demythologization entails the expurgation of all mythological concepts completely misrepresents Bultmann 's intention .,intention,T
"From the brightness of the F component of the solar corona and the brightness of the zodiacal light , an estimate of the particle sizes , concentrations , and spatial distribution can be derived for regions of space near the ecliptic plane .","Zodiacal light and the gegenschein give some evidence for such a dust blanket , a phenomenon also to be expected if the dust before capture is in circular orbits about the sun , as indicated by the trend of the smaller visible meteors .",zodiacal_light,F
The fighters were separated in a few minutes .,"He possessed the fighter pilot 's horror of bad weather and instrument flying , and he wondered , if the ceiling did drop , whether he and the other flights would be able to find their way back in this unfamiliar territory .",fighter,F
"They were followed by crack North Korean troops , who mounted one charge after another .",She also was the original GOP national committeewoman from New Jersey in the early 1920 s following adoption of the women 's suffrage amendment .,follow,T
This slip is so-called because its semi ambiguous English always seems to refer to a person 's anatomy but never quite means what it seems to say .,"the other , a shallow concave gradient ( Fig. 1 ) , was produced with a so-called `` cone sphere '' apparatus , the `` cone '' being a 2 - liter Erlenmeyer flask and the `` sphere , '' a 2 - liter round-bottom flask .",so-called,T
"In the pre Civil War years , the South argued that the slave was not less humanely treated than the factory worker of the North .",They are leaving so fast that the president of the West German Employers' Federation issued an appeal this week to factory workers in the West to volunteer for six months ' front-line work in factories in West Berlin .,factory_worker,T
"The day will come , in midsummer , when you find your plants becoming `` leggy '' , running to tall-growing foliage at the expense of blossoms .","Other flowers we might gather as we pleased : myrtle and white violets from beneath the lilacs ; the lilacs themselves , that bloomed so prodigally but for the most part beyond our reach ; snowballs ; hollyhock blossoms that , turned upside down , make pink petticoated ladies ; and the little , dark blue larkspur that scattered its seed everywhere .",blossom,T
David Cortlandt had certain psychic intuitions that this rebellion was not wholly what it appeared on the surface .,"Such an understanding , although it must seek to be sympathetic , is not a matter of intuition .",intuition,T
"Splenomegaly was first noted in 1956 , and a sternal marrow biopsy at that time showed `` scattered foci of fibrosis '' suggestive of myelofibrosis .",The marrow of the vertebral bodies was pale and showed areas of fatty replacement .,marrow,T
"In any event , whether society may have cancer , or merely a virus infection , the `` disease '' , we shall find , is political , economical , social , and even medical .","conduct , encourage , and promote fundamental scientific research and basic studies to develop the best and most economical processes and methods for converting saline water into water suitable for beneficial consumptive purposes ;",economical,F
"She could not resist the opportunity `` of showing her superiority in argument over a man '' which she had remarked as one of the `` feminine follies '' of Sara Sullam ; and in her forthright way , Henrietta , who in her story of Sara had indicated her own unwillingness `` to think of men as the privileged '' and `` women as submissive and yielding '' , felt obliged to defend vigorously any statement of hers to which Morris Jastrow took the slightest exception - he objected to her stand on the Corbin affair , as well as on the radical reforms of Dr. Wise of Hebrew Union College - until once , in sheer desperation , he wrote that he had given up hope they would ever agree on anything .","Their strategy was sound enough and , he reasoned , had been defeated only by Philip Spencer 's unwillingness to sanction an idea he had not originated .",unwillingness,F
"One growth center in a short bone - distal phalanx of the second finger - was chosen as an example for discussion here , primarily because epiphyseal diaphyseal fusion , the maturity indicator for Completion in long and short bones , occurs in this center for girls near the menarche and for boys near their comparable pubescent stage .","The lower portion permits comparison of maturity levels of short and round bones predominantly , since only two long bones are included in Hand and Wrist as a region .",short_bone,T
"The other remarked , in a happy laughter , `` That 's a funny old horse '' .","`` Me , the happy one '' .",happy,T
"Thomas Douglas , fifth Earl of Selkirk , a noble humanitarian Scot concerned with the plight of the crofters of his native Highlands , conceived a plan to settle them in the valley of the Red River of the North .","When late in the summer the full extent of the damage was assessed , all but fifty of the Scots , Swiss and metis moved up the Red to the mouth of the Pembina river .",scot,T
Almost any information about the Dreadnought would also reveal secrets about the American underwater fleet .,"Principal Clayton W. Pohly said he would allow a further collection between classes today , and revealed that Y-Teen Club past surpluses had been used to provide a private hospital nurse Monday for Mrs. Kowalski .",reveal,T
"Small Business Administration , What It Is , What It Does , SBA Services for Community Economic Development , and various other useful publications on currently important management , technical production , and marketing topics are available , on request , from Small Business Administration , Washington 25 , D.C. .",These services include procurement and technical assistance and notice of surplus sales and invitations to bid on Government contracts for products and services within the registrants ' field of operations .,technical,F
"It becomes most evident in his description of Christ as the second Adam , who does indeed come to destroy sin , but whose work culminates in the achievement of immortality .",Of the two cherished achievements the elderly Spahn 's hitless pitching probably reached the most hearts .,achievement,F
"His talk turns to what he calls `` the mess '' , or sometimes `` this buzzing confusion '' .",It is not a mess you can make sense of '' .,mess,F
"Wound tumor virus is a leafhopper transmitted virus not easily transmissible by mechanical inoculation ( Black , 1944 ; Brakke et al. , 1954 ) .","The Catholic priest , though somewhat superficially drawn , easily came out the best .",easily,T
"At the outset , the Government 's spokesman explained that counsel for the Government and for du Pont had already held preliminary discussions with a view to arriving at a relief plan that both sides could recommend to the court .","Counsel for the defense , however , shrewdly allowing himself to be swept by the current of dreadful recollections , rarely raised an objection .",counsel,F
"Rep. Mac Barber of Commerce is asking the House in a privilege resolution to `` endorse increased federal support for public education , provided that such funds be received and expended '' as state funds .",I endorse pending legislation that will restore the traditional relationship between retired and active duty pay rates .,endorse,F
"In other words , the promulgators of the murder plan made clear that physically exterminating the Jews was but an extension of the anti-Semitic measures already operating in every phase of German life , and that the new conspiracy counted on the general anti-Semitism that had made those measures effective , as a readiness for murder .","Except for sophomore center Mike Kelsey and fullback Mike Rice , Meek expects the squad to be physically sound for Rice .",physically,F
"Therefore , n is inversely proportional to the radius cubed and in fair agreement with the inverse 7 2 power derived from 1958 Alpha and 1959 Eta data .","This theorem is similar to the theorem of Kakutani that there exists a circumscribing cube around any closed , bounded convex set in **f .",cube,F
"When consciousness deserts the sleeping body and the wakeful world , it continues in the myriad progressions of the ever-present past and future , in a life as vibrant and real as the one left when the body tired and required sleep .","It takes place in the household , a rite of well wishing for myriad occasions - for the traveler , a wedding , a newborn child , the sick , the New Year , for any good purpose .",myriad,T
"Signora Ferraro , bobbing her head encouragingly , asked Sam about Canada , having a special interest .",I bobbed my head each time it appeared .,bob,F
"The Colonial Light and Power Company was succeeded by the Vermont Hydro-Electric Corporation , which in turn was absorbed by the Central Vermont Public Service Corporation .","Again the student of evolutionary biology will find a fascinating , if to our minds grotesque , anticipation of the theory of chance variations and the natural elimination of the unfit in Lucretius , who in turn seems to have borrowed the concept from the philosopher Empedocles .",in_turn,T
"This unit , affectionately dubbed `` The Monster '' , can be wheeled to any convenient location and provides a wealth of information about the patient 's breathing .","And it 's no good looking at me like that '' , as she wound affectionately around his ankles .",affectionately,F
He hopes to melt off an additional eight pounds before the Flock breaks camp three weeks hence .,"Uncle Randolph and Joel had replanted the bottom lands with difficulty , for more of the slaves , including Annie , had sneaked off when the soldiers broke camp .",break_camp,F
"After he 'd got out fresh liver for Bast , he paused to look at her crouched daintily over her dish .","This connection was clarified by Smith and Smith ( 1922 ) , who showed that saline extracts of fresh bovine pituitary glands could re-activate the atrophied thyroids of hypophysectomised tadpoles .",fresh,T
They grew louder as the Indians charged again .,When he charged Mickey was ready .,charge,F
"The interior designer , then , must first be an artist but also understand carpentry and painting and lighting and plumbing and finance .","If the house is not wired adequately for electricity or if plumbing or a central heating system must be installed , check into the cost of making these improvements .",plumbing,F
"`` She 's probably getting old - crotchety , I mean - and we figured uh-uh , better not .","Here I do not mean catharsis , the discharge of emotion .",mean,T
"Times Square , when I ascended to it with my fellow subway travellers ( all dressed as if for a huge wedding in a family of which we were all distant members ) , was nearly impassable , the sidewalks swarming with celebrants , with bundled up sailors and soldiers already hugging their girls and their rationed bottles of whiskey .","Mark asked , and Abel lifted his eyes from the double lines in the middle of the road , the twin white ribbons which the car swallowed rapidly as it ascended the crest of the hill and came down .",ascend,F
`` Are you going to comply with the demands of Bern '' ?,The trial judge decided that the administrative procedures of the Act were fully complied with and refused to require the production of such documents .,comply,F
"By airline from Concord to Burlington is a distance of about 150 miles , counting a slight deviation for the stop at either Barre or Montpelier .","My first thought was how had it happened so soon , but I counted back on my fingers and sure enough we 'd been living together six weeks .",count,T
"I am not aware of great attention by any of these authors or by the psychotherapeutic profession to the role of literary study in the development of conscience - most of their attention is to a pre-literate period of life , or , for the theologians of course , to the influence of religion .","Rousseau was aware that he must seem like a hypocrite , standing there and arguing that he could not possibly permit a public performance .",aware,F
"Swadesh , and therefore Hoijer , felt compelled to omit all terms denoting species or even genera ( fox , vulture , salmon , yellow pine , manzanita ) ; their classes of animal and plant terms are restricted to generalizations or recurrent parts ( fish , bird , tree , grass , horn , tail , bark , root ) .","When I fell on my back , I saw a vulture hovering .",vulture,F
Artillery and air strikes were called in to kill them by the hundreds .,"First , the student trains on his hapless parents the heavy artillery of his newly acquired psychological and sociological insights .",artillery,T
