,sent1,sent2,lemma,ground_truth
12314,"There are houseboats which are literally homes afloat , accommodating whole families in comfort and convenience .",Saturated fats can accommodate no more hydrogens .,accommodate,F
12315,`` When working from one of my sketches I square it up and project its linear form freehand to the watercolor sheet with charcoal .,"Living with his watercolors is a vicarious experience of seeing nature distilled through the eyes of a sensitive interpretor , a breath and breadth of the outdoor world to help man honor the Creator of it all .",watercolor,F
12316,"Whether any of us remain in it long will depend on what happens as a result of the technological and economic revolutions now going on in the countries of Asia and Africa , and also of course on how long the cold war remains cold .","During the nineteenth century these views were protested by virtually all the Latin American writers , though ineffectively , just as the new nations of Africa and Asia protest them , with more effect , today .",africa,F
12317,The design is determined emotionally : `` I must reach into myself for the spring that will send me catapulting recklessly into the chaos of event with which the dance confronts me '' .,"In the late 1700 's Beccaria and van Marum , among others , had magnetized iron by sending an electrostatic charge through it .",send,F
12318,"Then he asked to use the phone and called Brian Thayer , who said that he was just leaving to keep a lunch date but would be home by two o ' clock .",He had lunch with Pauling .,lunch,F
12319,"The kind of religious experience that most moderns seek not only provides , clarifies , and relates human yearnings , values , ideals , and purposes ; it also provides facilities and incitements for the development of personality , sociality , and creativeness .",Old Chris is my ideal .,ideal,F
12320,"Another case may be given in illustration of a successful use of analysis , and also of the employment of a procedure for intensive analysis .","In a course for supermarket operators , a district manager who had been recently appointed to his position after being outstandingly successful as a store manager , found that in supervising other managers he was having a difficult time .",successful,T
12321,"True terminal bronchioles comprise the most frequent form taken by the distal airways in types 1 , and 3 , , although small numbers of poorly developed respiratory bronchioles are present .","Good taste and versatility , plus safety from spray poisons would be enough to recommend the frequent use of such a fruit , even if its nutritional values were limited .",frequent,T
12322,"Similarly , when a reporter once questioned Lincoln in cryptic fashion , Lincoln refused to make any further statement .",In many cases that statement `` We break even on our downtown operation and make money on our branches '' would be turned around if the cost analysis were recalculated on terms less prejudicial to the old store .,statement,F
12323,"An action once universally condemned by all Christian churches and forbidden by the civil law is now not only approved by the overwhelming majority of Protestant denominations , but also deemed , at certain times , to be a positive religious duty .",Many other Protestant denominations preceded the Anglicans in such action .,protestant_denomination,F
12324,The U. S. Forest Service cares for hundreds of thousands of campers in its 149 National Forests and is increasing its facilities steadily .,We have complete facilities to accommodate 200 people '' .,facility,F
12325,There 's no way to take him in now and keep those other two - Wister and the one who hired the two of them - from finding out about Roberts and lamming out .,Hiring the wife for one 's company may win her tax-aided retirement income .,hire,T
12326,"Mr. Speaker , in my latest newsletter to my constituents I urged the imposition of a naval blockade of Cuba as the only effective method of preventing continued Soviet armaments from coming into the Western Hemisphere in violation of the Monroe Doctrine .",And he has proclaimed greater or less affiliation between all Western hemisphere languages .,western_hemisphere,F
12327,Chromium analysis gave 58.8 % Cr as compared with 61.2 % theory .,Analysis in roleplaying is usually done for the purpose of understanding strong and weak points of an individual or as a process to eliminate weak parts and strengthen good parts .,analysis,F
12328,"Instead of Catholics ' being obliged or even encouraged to beget the greatest possible number of offspring , as many non-Catholics imagine , the ideal of responsible parenthood is stressed .","This included Mamma , jolly , generous , and pretty , with whom they all fell in love , just as Papa had first fallen in love with her Mamma before he chose her ; and when a young man like Morris Jastrow had enjoyed the Szold hospitality , he felt obliged to send his respects and his gifts not merely to Henrietta , in whom he was really interested , but to all the Szold girls and Mamma .",obliged,F
12329,"`` The first two pilots had crashed '' , he said .","Just as they reached the shore , the first huge wave crashed upon them .",crash,F
12330,"Now she could let out the three parakeets without fear they would be stepped on or that Stowey would let them out one of the doors ; she could dust the plants , then break off suddenly and pick up an old novel and read from the middle on ; improvise cha-chas on the harp ; and finally , the best part of all , simply sit at the plank table in the kitchen with a bottle of wine and the newspapers , reading the ads as well as the news , registering nothing on her mind but letting her soul suspend itself above all wishing and desire .","Plank the sides first , using glue and one-inch , No. 12 Stronghold nails at all battens , the stem and the transom .",plank,T
12331,"Determine if the particular State 's unadjusted allotment ( result obtained in item 11 above ) is greater than its maximum allotment , and if so lower its unadjusted allotment to its maximum allotment .","From the standpoint of the army of duffers , however , this was easily the most heartening exhibition they had had since Ben Hogan fell upon evil ways during his heyday and scored an 11 in the Texas open .",11,F
12332,"We have proved so able to solve technological problems that to contend we cannot realize a universal goal in the immediate future is to be extremely shortsighted , if nothing else .",This group is secularist and their program tends to be technological .,technological,T
12333,The Conference called for a vigorous campaign against the open or secret sale of contraceptives .,It called for opposition to laws and institutional practices restricting the information or availability of contraceptives .,contraceptive,F
12334,"Plunking themselves down on the front bench , they turned to smirk at those around them .","The veterans , idling on their benches in the Square , beneath the soldiers ' monument , got to their feet when Papa approached : `` Morning , Reverend '' !",bench,F
12335,"When served in a psychological atmosphere that allows young bodies to assimilate the greatest good from what they eat because they are free from tension , a foundation is laid for a high level of health that releases the children from physical handicaps to participate with enjoyment in the work assignments , the athletic programs and the most important phase , the educational opportunities .","The release , the freedom , involved in loving another is either terribly difficult or else absolutely impossible ; and the motion toward it brings disaster .",release,F
12336,"Almost every film bearing the imprimatur of Hollywood is physically authentic - in fact , impeccably so .","Physically , a movie is possible because a series of images is projected one at a time at such a speed that the eye `` remembers '' the one that has gone before even as it registers the one now appearing .",physically,F
12337,"Jubal said that his night-sight probably came from the conditions in which he had grown up , and Mike grokked this was true but grokked that there was more to it ; his foster parents had taught him to see .","A dear , respected friend of mine , who like myself grew up in the South and has spent many years in New England , said to me not long ago : `` I can n't forgive New England for rejecting all complicity '' .",grow_up,F
12338,"Microscopically , both kidneys showed many small cortical scars in which there was glomerular and interstitial fibrosis , tubular atrophy , and an infiltration of lymphocytes and plasma cells .","The kidneys were pale and weighed right , 110 gm. , and left , 230 gm. .",kidney,F
12339,"This , of course , was the sort of thing that used to take place in Southern cities - putting white houses of prostitution colored girls in colored neighborhoods and carrying them on openly .",Growth studies have been carried on consistently by orthodontists .,carry_on,F
12340,"Emerson , in his lecture , refers to the `` startling experience which almost every person confesses in daylight , that particular passages of conversation and action have occurred to him in the same order before , whether dreaming or waking , a suspicion that they have been with precisely these persons in precisely this room , and heard precisely this dialogue , at some former hour , they know not when '' .",What actually occurred in the past is seldom as important as what a given generation feels must have occurred .,occur,T
12341,"Had Hoijer substituted for his 15 adjectival slots 15 good animal and plant items , his rate of stem replacement would have been lower and the age of Athabascan language separation smaller .",Or the exception may be due to a particular durability peculiar to the Athabascan verb .,athabascan,F
12342,"Like Eliot , in my fantasies , I had a proud bearing and , with a skill that was vaguely continental , I would lead Jessica through an evening of dancing and handsome descriptions of my newest exploits , would guide her gently to the night 's climax which , in my dreams , was always represented by our almost suffocating one another to death with deep , moist kisses burning with love .",The thing is that these bees love a fine-grained soil that is moist ; yet the water in the ground should not be stagnant either .,moist,T
12343,"He hit Roberts with his left fist in the ribs and the razor cut toward him feebly , then wobbled in mid-air .","Oh , you 'll wobble and weave quite a bit at first .",wobble,F
12344,"Nor will the hack , the Jack-of-all-trades , still found in some of the smaller art schools , suffice .",Payne hacked at their arms .,hack,F
12345,Blowers should be operated periodically on a regular schedule .,"After reading his statement discharging the 23 d ward case , Karns told Wexler that if the seven cases scheduled for trial also involved persons who had been subpoenaed , he would dismiss them .",schedule,F
12346,"( 1 ) your reasons for requesting an extension , ( 2 ) whether you filed timely income tax returns for the 3 preceding years , and ( 3 ) whether you were required to file an estimated return for the year , and if so whether you did file and have paid the estimated tax payments on or before the due dates .","Since April 15 , 1962 , is on Sunday your return for the calendar year 1961 will be timely filed if it is filed on or before Monday , April 16 , 1962 .",timely,F
12347,"It now means ominous , as when one speaks of a funny sound in the motor ; disturbing , as when one says that a friend is acting funny ; and frightening , as when a wife tells the police that it is funny , but her husband has n't been home for two days and nights '' .",I 'm all alone and certain things are going on that look very ominous .,ominous,F
12348,"Ensign Vesole decided that he would not tarry until he heard the whispering of the bombs , and when night began to fall , he put Seaman 2 / c Donald L. Norton and Seaman 1 / c William A. Rochford on the guns and told them to start shooting the moment they saw an enemy silhouette .","And as the waves flow back and forth and merge with the waves from the neighboring atoms , you can put on a magic hearing aid and you hear music .",hear,T
12349,Tone analysis will continue to be difficult and unsatisfactory until a more representative selection of systems is familar to every practicing field linguist .,"This material proved to be unsatisfactory , since we could not obtain reproducible results on various portions of the sample .",unsatisfactory,F
12350,"Then , with the new affluence , there is actually a sallying forth into the wide , wide world beyond the precincts of New York .","It is also possible , but equally doubtful , that he actually shot down the hundreds of men with which his legend credits him .",actually,T
12351,`` He'll make a preacher out of you '' !,"There was no church like Drew Church , no preacher like Papa , who was intimate with Him , and could consign sinners to hellfire .",preacher,F
12352,"This was particularly noticeable in group A and group B sera , in which cases activity in Regions 1 and 2 was usually not detectable without prior concentration and occasionally could not be detected at all .","These frequencies are amplified and detected by the FM receiver after each burst of transmitted energy and , after the `` pill '' has been calibrated , precise internal pressure indications can be obtained .",detect,F
12353,"Mostly the scene was crowded with mourners , such as the dramatic Dell'Arca Lamentation in Bologna , where the grief-stricken spectators had usurped Mary 's last poignant moment .","The dark forms moved like mourners on some nocturnal pilgrimage , their dirge unsung for want of vocal chords .",mourner,F
12354,"Only when the collage had been exhaustively translated into oil , and transformed by this translation , did Cubism become an affair of positive color and flat , interlocking silhouettes whose legibility and placement created allusions to , if not the illusion of , unmistakable three-dimensional identities .",This he did by using utterly literal means to carry the forward push of the collage ( and of Cubism in general ) literally into the literal space in front of the picture plane .,cubism,F
12355,"In The Parapsychology Foundation 's long-range experiment , readings are made by a variety of sensitives for a large number of cooperating sitters , trying to throw light on this question of the significance of mediumistic statements .","He is , by background and living standards , better fitted to endure hardship uncomplainingly , to demand less in the way of subsistence or comfort , and to look after himself when thrown on his own resources '' .",throw,T
12356,"The causes of the decline of the commuter railroads are many and complex - high taxes , losses of revenue to Government subsidized highway and air carriers , to name but two .","If the distant patron of the suburban branch has been frightened away from downtown by traffic problems , however , the city store can only pressure the politicians to do something about the highways or await the completion of the federal highway program .",highway,T
12357,"Every morning early , in the summer , we searched the trunks of the trees as high as we could reach for the locust shells , carefully detached their hooked claws from the bark where they hung , and stabled them , a weird faery herd , in an angle between the high roots of the tulip tree , where no grass grew in the dense shade .",Winston folded the tissue paper carefully .,carefully,F
12358,"Under modern conditions , this is especially true of the ready reserve .",These strengths are considered adequate to meet the essential roles and missions of the reserves in support of our national security objectives .,reserves,T
12359,Most attempts to develop any sympathy for Brown and his actions found an unresponsive audience in Rhode Island .,Here artistic realism involves the audience in an impassioned participation in events whose overtones and implications are transcendent .,audience,T
12360,"And if our gospel also is veiled , it is veiled only to those who are perishing .","In particular he sought the gentle , sweet-faced nuns , with head coverings and veils coming to the middle of their foreheads , remembering their expressions until he reached home and set them down on paper .",veil,T
12361,"Thunder crashed ; barrels tumbled down the mountainsides , and bounced and bounced till their own fury split them open .","`` The first two pilots had crashed '' , he said .",crash,T
12362,"That encourages rooting , and the better developed the roots , the larger and more plentiful the flowers .",Has your attitude toward employee benefits encouraged an excess of free `` government '' work in your plant ?,encourage,T
12363,"By that , one feels that magnetic forces are as general as electrical forces .",Continuous motion of the arc contact area at the anode by flow or magnetic forces .,magnetic_force,F
12364,"The Commission shall complete its affairs in connection with settlement of United States-Yugoslav claims arising under the Yugoslav Claims Agreement of 1948 not later than December 31 , 1954 : Provided , That nothing in this provision shall be construed to limit the life of the Commission , or its authority to act on future agreements which may be effected under the provisions of this legislation .",He would tell her not to pry into grownups ' affairs - as though she were a little kid like Elena !,affairs,F
12365,"At 3 : 58 a. m. , with the plane about twenty minutes out of El Paso , passenger Robert Berry , a San Antonio advertising man , glanced up and saw the man and boy , accompanied by a stewardess , walking up the aisle toward the cockpit .","When Papa went out to do God 's work , Stevie often accompanied him in the buggy , which was drawn by Violet , the new black mare .",accompany,T
12366,It was absurd .,For weeks he had been saying that Hudson 's idea of sailing through to Java was absurd .,absurd,T
12367,Arlene was boosting them up when the policeman came by .,Russ ran through the bills and named an amount it was highly unlikely any cowpuncher would come by honestly .,come_by,F
12368,"When words can be used in a more fresh and primitive way so that they strike with the force of sights and sounds , when tones of sound and colors of paint and the carven shape all strike the sensibilities with an undeniable force of data in and of themselves , compelling the observer into an attitude of attention , all this imitates the way experience itself in its deepest character strikes upon the door of consciousness and clamors for entrance .",He narrowed the shape down to two : either a Zero or a U. S. Navy type aircraft .,shape,F
12369,"The state universities of Maine , New Hampshire , And Vermont are older and more `` respectable '' ; they had less immigration to contend with .",The government was most anxious that there be a respectable response .,respectable,T
12370,"In their search for what turned out to be the right breakfast china but the wrong table silver , they opened every cupboard door in the kitchen and pantry .",My friend often breakfasted with Vernon on the morning of the regular tallyho run .,breakfast,F
12371,"It should be possible , however , to put useful limits on the diameters of the radio sources by observing with large reflectors or with interferometers .",Such an instrument would be useful for the characterization of many commercial materials as well as theoretical studies .,useful,F
12372,"Shaw and Skorich headed a group of players , coaches and team officials who received an engrossed copy of an official city citation and a pair of silver cufflinks shaped like a football .","Other items on the agenda during the meetings , which are expected to continue through Saturday , concern television , rules changes , professional football 's hall of fame , players ' benefits and constitutional amendments .",football,F
12373,He strove to think of God and His eternal wrath ; he must pray to be spared .,"However much we may have to criticize liberal theology 's constructive formulations , the theology we ourselves must strive to formulate can only go beyond liberalism , not behind it .",strive,T
12374,"This was particularly noticeable in group A and group B sera , in which cases activity in Regions 1 and 2 was usually not detectable without prior concentration and occasionally could not be detected at all .","Occasionally they heard gun-shot signals and a number of horsemen were sighted on the hills , disappearing at the posse 's approach .",occasionally,T
12375,"I showed her the shower and tub , and she said , smiling , `` If you really do n't mind , I think I 'll get clean in the shower , then soak for a few minutes in your tub .",`` Johnny insisted on cooking a chicken dinner in my honor - he 's always been a good cook - and I 'll never forget him cleaning the chicken in the tub '' .,tub,F
12376,"What were they to do , then , with these awkward judgments of value ?","This is awkward for everybody , is n't it , we all got to put up with inconvenience sometimes .",awkward,T
12377,"Although they journeyed westerly as far as Germantown , beyond the Erie roundhouse and the machine shop , and along the Delaware and Hudson Canal , and northward to Brooklyn , below Point Peter , he could see the church spire wherever he looked back .","Thus shielded , we played many foolish games in comfortable unselfconsciousness ; even when the fences became a part of the game - when a vine embowered gate-post was the Sleeping Beauty 's enchanted castle , or when Rapunzel let down her golden hair from beneath the crocketed spire , even then we paid little heed to those who went by on the path outside .",spire,T
12378,"Youngish man on the make , Madden labeled him , and was ready to guess that in a correct , not too pushing fashion , the junior partner of the firm had political ambitions ; that Mrs. Garth would be impeccably suitable as the wife of a rising young lawyer ; that there were three children , two boys and a girl ; that she was active in the Woman 's Club and he in Lions , Rotary , and Jaycee ; and finally , that neither of them had harbored an unorthodox opinion since their wedding day .","Those were his only interludes behind bars , although he collected four more charges on his police record in 1921 and 1922 , three for burglary and one for robbery .",three,F
12379,"Since it requires only five players , it would seem to fall into the category of chamber music - yet it calls for a double bass , an instrument generally regarded as symphonic .","We attended the premieres of his concertos , symphonies , and suites ; we studied , taught , and performed his piano sonatas , chamber music , gavottes , and marches ; we bought his records and played them in our schools and universities .",chamber_music,F
12380,"A state of parasympathetic `` tuning '' of the hypothalamus induced experimentally causes not only an increase in the parasympathetic reactivity this structure to direct and reflexly induced stimuli , but leads also to an autonomic reversal : a stimulus acting sympathetically under control conditions elicits in this state of tuning a parasympathetic response !","Since electrical stimulation of the posterior hypothalamus produces the effects of wakefulness while stimulation of the anterior hypothalamus induces sleep , it may be said that the reactivity of the whole organism is altered by a change in the autonomic reactivity of the hypothalamus .",hypothalamus,T
12381,"Could it be that it speeded up for the aged in some mysterious way , as if a bored universe were skipping through the end of the chapter just to get it over with ?",The number of dictionary forms skipped since the last one matched is also saved .,skip,F
12382,`` Vous voulez vos petits dejeuners tout de suite alors '' ? their hostess enquired .,She could see that Mr. Gorboduc was intrigued ; the hostess in her took over .,hostess,F
12383,"Moreover , the diabetic patient who relies on cure by the quack device and therefore cuts off his insulin intake can be committing suicide .","`` How many times have I told you '' - he began , and was almost glad when she cut him off - `` Too many times '' !",cut_off,F
12384,"Mr. Heiser , does this sound like a truly workable plan to you ?","In their place came local variations within the common style - tentative , as it were , in Protogeometric products but truly distinct and sharply defined as the Geometric spirit developed .",truly,T
12385,Simmer 15 minutes .,"After this has simmered an hour , add two tablespoons each of Worcestershire , catsup , and chutney , two pickled walnuts , and a pint of Sherry .",simmer,T
12386,Each cell except the last in the chain also contains the address of the Y-cell that is the next element of the chain ; the absence of such a link in the last cell indicates the end of the chain .,The Dipylon Geometric pottery of Athens and the Iliad are amazing manifestations of the inherent potentialities of Greek civilization ; but both were among the last products of a phase which was ending .,end,T
12387,She was frowning .,"Frowning , Miss Ada studied the list .",frown,T
12388,"For hundreds of years , the evidence available consisted of ( 1 ) the captain 's fragmentary journal , ( 2 ) a highly prejudiced account by one of the survivors , ( 3 ) a note found in a dead man 's desk on board , and ( 4 ) several second-hand reports .","The survivors emerge on some nice , sunny day in March or April , when the temperature is close to 50 ` F and there is not too much wind .",survivor,F
12389,The tendency to treat elections as an instrument of self-interest rather than an instrument of national interest had two important effects on electoral planning in Morocco .,This conjugate was passed twice through Dowex-2-chloride and treated with various tissue powders in the same manner as described for the indirect method .,treat,T
12390,College teachers in Texas are not required to have the Education courses .,"And so , after a flight southeast to Savannakhet , we found ourselves bouncing along in a Jeep right behind the Land-Rover of Prince Boun Oum of Champassak , a tall man of Churchillian mien in a bush jacket and a ten-gallon hat from Texas .",texas,T
12391,"Stilts and Shadow , on Pam 's bed , appeared to be one cat - rather large , as Siamese cats go , and , to be sure , having two heads and two tails .","To be sure , in tool-and-die work and in the building trades , the first job must be often on an apprentice basis , but two years of halftime vocational training enables the young man thus to anticipate one year of apprentice status .",to_be_sure,T
12392,"A similar tone of underlying futility and despair pervades the spy thrillers of Eric Ambler and dominates the most famous of all American mystery stories , Dashiell Hammett 's The Maltese Falcon .","Stowey Rummel was internationally famous , a crafter of a genuine Americana in foreign eyes , an original designer whose inventive childishness with steel and concrete was made even more believably sincere by his personality .",famous,F
12393,That much of what he calls folklore is the result of beliefs carefully sown among the people with the conscious aim of producing a desired mass emotional reaction to a particular situation or set of situations is irrelevant .,The desired amounts of inactive chlorine and radioactive chlorine were likewise condensed in these cells on the vacuum line following which they were frozen down and the manifold as a whole was sealed off .,desired,T
12394,"He says that he was not permitted to rebut before the hearing officer statements attributed to him by the local board , and , further , that he was denied at trial the right to have the Department of Justice hearing officer 's report and the original report of the Federal Bureau of Investigation as to his claim - all in violation of the Fifth Amendment .","He admitted that he knew it was open to him at all times , and he could have rebutted it before the hearing officer .",hearing_officer,F
12395,"By dealing with common landscape in an uncommon way , Roy Mason has found a particular niche in American landscape art .","And yet - a year to a child is an eternity , and in the memory that phase of one 's being - a certain mental landscape - will seem to have endured without beginning and without end .",landscape,T
12396,"Is n't it a bit odd that the three states of Southern New England ( Massachusetts , Connecticut , and Rhode Island ) have had state institutions of university status only in the very recent past , these institutions having previously been A + M colleges ?","But this is a contradiction , for we know that the multiplicity of f ( t ) is odd for every t .",odd,T
12397,SBA works closely with the principal property disposal installations of the Federal Government in reviewing proposed sales programs and identifying those types of property that small business concerns are most likely to be interested in purchasing .,"If you have neither a legal residence nor a principal place of business in any internal revenue district , your return should be filed with the District Director of Internal Revenue , Baltimore 2 , Md. .",principal,T
12398,"One of those capital-gains ventures , in fact , has saddled him with Gore Court .","Pat swung into the saddle , yet still he delayed , his brows puckered .",saddle,T
12399,"Although they journeyed westerly as far as Germantown , beyond the Erie roundhouse and the machine shop , and along the Delaware and Hudson Canal , and northward to Brooklyn , below Point Peter , he could see the church spire wherever he looked back .",The spire seemed to hold up the sky .,spire,T
12400,"the other , a shallow concave gradient ( Fig. 1 ) , was produced with a so-called `` cone sphere '' apparatus , the `` cone '' being a 2 - liter Erlenmeyer flask and the `` sphere , '' a 2 - liter round-bottom flask .","Above the tongue , an aged yellow eye , sallow and time-cast , encrusted within a sphere of marbleized pink skin , stared unfalteringly at him .",sphere,F
12401,The maximum angular diameter of any planetary disk as observed from the earth is about 1 minute of arc .,"Therefore , neglecting the extreme outbursts , reflected solar radiation is not expected to cause sizable errors in the measurements of planetary radiation in the centimeter - and decimeter wave-length range .",planetary,F
12402,In our work the best procedure for removing substances causing nonspecific staining in order to obtain specific conjugates was to pass the conjugates through a DEAE-cellulose column and in some cases to absorb the first and second milliliter fractions with sweet clover tissue powder .,( 2 ) The conjugates as well as the intermediate sera were absorbed for 30 minutes with 20 - 50 mg of proteins extracted from healthy sweet clover stems .,conjugate,T
12403,"She looked confused at this , and I felt sure it had been a wrong response for me to make .","This used to be part of every child 's bag of tricks , but few children can do it today ; some are actually incapable of rolling forward and are completely confused when not sitting or standing upright .",confused,F
12404,"Then , with a shrug of pretended indifference , she took a compact from her purse and went through the motions of fixing her make-up .","Landesco thought him `` just a superior sort of plugugly '' but he was , in fact , with his aggression and hostility , and nerveless indifference to risking or administering pain , a casebook psychopath .",indifference,T
12405,But that indictment was never made .,But in either event he was the wrong man for the kind of case outlined by Ben Gurion and set forth in the indictment .,indictment,T
12406,"Again among those jubilantly reunited bunkmates , I was shy with Jessie and acted as I had during those early Saturday mornings when we all seemed to be playing for effect , to be detached and unconcerned with the girls who were properly our dates but about whom , later , in the privacy of our bunks , we would think in terms of the most elaborate romance .","This leader must be a man who lives above illusions that heretofore have shaped the foreign policy of the United States , namely that Russia will agree to a reunited Germany , that the East German government does not exist , that events in Japan in June 1960 were Communist-inspired , that the true government of China is in Formosa , that Mao was the evil influence behind Khrushchev at the Summit Conference in Paris in May 1960 , and that either China or Russia wants or expects war .",reunite,F
12407,"Additionally , since you 're going to be hors de combat pretty soon with sprue , yaws , Delhi boil , the Granville wilt , liver fluke , bilharziasis , and a host of other complications of the hex you 've aroused , you must n't expect to be lionized socially .","`` You have visited England five times in the past quarter-century , I believe '' , my host said .",host,F
12408,"Productivity is something of an amorphous concept and the amount of productivity increase in a given time period is not even well known to the industry , much less to the union or to the public .","Proprietorships can establish a unity and integrity of control ; corporations , being more amorphous , cannot .",amorphous,F
12409,"On this , she builds an `` egg compartment '' or `` egg cell '' which is filled with that famous pollen and nectar mixture called beebread .",About that time he began reading Mr. America and Muscle Builder and he learned of the famous Weider way to fast weight gaining .,famous,T
12410,"By that , one feels that magnetic forces are as general as electrical forces .","Chapter 8 , is entitled `` On Magnetism '' and in it are included such remarks as , `` One has always been tempted to compare the magnetic forces with the electrical forces .",magnetic_force,F
12411,"A `` mental image '' subconsciously impressing us from beneath its language symbols in wakeful thought , or consciously in light sleep , is actually not an image at all but is comprised of realities , viewed not in the concurrent sensory stream , but within the depths of the fourth dimension .","This follows naturally since frontage on an ocean , stream , or lake provides scenic values and opportunities for the very popular recreation activities of bathing , fishing , boating , and other water sports .",stream,T
12412,"She fell asleep leaning on her hand , hearing the house creaking as though it were a living a private life of its own these two hundred years , hearing the birds rustling in their cages and the occasional whirring of wings as one of them landed on the table and walked across the newspaper to perch in the crook of her arm .",First he thought of the time he had ridden to Gavin and told him how his cattle were being rustled at the far end of the valley .,rustle,F
12413,The moral aridity of merchants made them loyal usually to their ledgers .,The ledger was full of most precise information :,ledger,T
12414,"During the Civil War , Custer , who achieved a brilliant record , was made brigadier general at the age of 23 .","Because of the authentic homogeneity of his early Nationalistic materials , and his flair for orchestrations - his brilliant Petruchka , his savage Sacre du Printemps , his incisive Les Noces - the world kept hoping that he could recapture the historical direction for which his native talents were predisposed .",brilliant,T
12415,The sampling program was instituted before the principles of probability sampling were widely recognized in population studies .,Many believe - and understandably - that the great difference between the Constitution of the Southern Confederacy and the Federal Constitution was that the former recognized the right of each state to secede .,recognize,T
12416,"The roof shown here ( fig. 9 ) is a 6 - inch slab of reinforced concrete , covered with at least 20 inches of pit-run gravel .","Those are the nectaries or honey glands ( Fig. 26 , page 74 ) .",fig,F
12417,"For example , in 1693 the Philadelphia Yearly Meeting of Friends declared that its members should emancipate their slaves and in 1776 it determined to exclude from membership all who did not comply .",She hastily complied .,comply,T
12418,"And although Schnabel 's pianism bristles with excitement , it is meticulously faithful to Schubert 's dynamic markings and phrase indications .","And in its engineers ' frantic attempts to achieve maximum dynamic impact and earsplitting brilliance , the recording sounds as though it had been `` doctored for super high fidelity '' .",dynamic,F
12419,"The crowd at the twenty-first annual K. of C. Games , final indoor meet of the season , got a thrill a few minutes earlier when a slender , bespectacled woman broke the one week old world record in the half-mile run .","Kerr , who set the world record earlier this month in New York with a clocking of 1.09.3 , wiped out Mills 's early pace and beat the young Big 10 quarter-mile king by 5 yards .",world_record,F
12420,Both types of tube withstood the pressure of approximately 20 atmospheres exerted by the carbon tetrachloride at 220 ` .,We have the technology today with which to build aircraft shelters which could withstand at least 200 psi .,withstand,F
12421,"She 'd found one and she had n't said a word while Big Hans and I had hunted and hunted as we always did all winter , every winter since the spring that Hans had come and I had looked in the privy and found the first one .","Behind were privies , for there was no sewage system .",privy,F
12422,No Jew was on hand to boycott his financially struggling theater .,"Fuzzy caterpillars , snails with their sensitive horns , struggling grasshoppers held by their long hind legs and commanded to `` spit tobacco , spit '' .",struggling,F
12423,Investors breathed more freely when it was learned that this acrobatic dancer had turned magician and was only doing a best seller book to make some dough .,"The discovery that movies are a form of fiction was made in the early years of this century and it was made chiefly by two men , a French magician , Georges Melies , and an American employee of Edison , Edwin S. Porter .",magician,T
12424,"At the insistence of his own supervisor - the president of the firm , he enrolled in a course designed to develop leaders .","Then epistolatory me was a foreign correspondent dispatching exciting cables and communiques , full of dash and wit and glamor , quoting from the books I read , imitating the grand styles of the authors recommended by a teacher in whose special , after school class I was enrolled .",enrol,T
12425,"New Englanders were a bit sensitive on the subject of their complicity in Negro slavery at the time of the drafting of the Declaration of Independence , as Jefferson explained in his `` Autobiography '' : `` The clause reprobating the enslaving the inhabitants of Africa was struck out in complaisance to South Carolina and Georgia , who had never attempted to restrain the importation of slaves , and who on the contrary still wished to continue it .","The supposed tactual sense of spatial location and orientation in the patient and his ability to specify the location of a member , as well as the direction and scope of a movement , passively executed ( with one of his members ) , proved to have been , on the contrary , very considerably affected '' .",on_the_contrary,F
12426,"In a mobile society , congregational health depends on a constant process of recruitment ; this recruitment , however , must follow the pattern of economic integration or it will disrupt the congregation ; therefore , the recruitment or missionary outreach of the congregation will be co-optation rather than proclamation - like elements will have to be assimilated .","`` Moving one or two teeth can affect the whole system , and an ill-conceived plan of treatment can disrupt the growth pattern of a child 's face '' .",disrupt,F
12427,"A complete picture is impossible - partly because of the limitations of space , partly because for millions of individuals who professed allegiance to the Christian faith data are unobtainable .","A recent newspaper report said there were five Negroes in the 1960 graduating class of nearly one thousand at Yale ; that is , about one-half of one per cent , which looks pretty `` tokenish '' to me , especially in an institution which professes to be `` national '' .",profess,T
12428,"Somewhere in the fog , the nigger boy was still yelling murder .",Above him somewhere were the bedrooms .,somewhere,T
12429,"It is not easy for the therapist to discern when , in the patient 's communicating , an introject has appeared and is holding sway .",He was able to discern the body lines of the Roman women under their robes .,discern,T
12430,And it remains to be seen if the new frontier now taking form can produce the leadership and wisdom necessary to understand the current shape of events .,"Well developed respiratory bronchioles , on the other hand , appear to be the only form taken by the distal airways in type 2 , .",take_form,T
12431,The absurd notion that demythologization entails the expurgation of all mythological concepts completely misrepresents Bultmann 's intention .,Ross had no intention of searching for the assassin .,intention,T
12432,"Hartman , purchased by the A 's from the Milwaukee Braves last fall , allowed no hits in his scoreless three inning appearance , and merited the triumph .","Over the first five frames , Jack Fisher , the big righthander who figures to be in the middle of Oriole plans for a drive on the 1961 American League pennant , held the A 's scoreless while yielding three scattered hits .",scoreless,F
12433,"For we have said , in effect , that of the two alternatives to his position variously represented by the other participants in the demythologizing discussion , only one is really an alternative .","We must ask ourselves which of the two alternatives will help the commuter - the two-way B. + O. - C. + O. merger , or the three way New York Central B. + O. - C. + O. merger .",alternative,T
